gene	dominant_allele	protein_id	locus_tag	gene_id	product	go_ids	go_process	go_function	go_component
Strep_C3347	Strep_C3347A0	WP_328840257.1	OHU10_RS40645	OHU10_RS40645	amidohydrolase	GO:0016810;GO:0046872		hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds|0016810||IEA|metal ion binding|0046872||IEA	
Strep_C3379	Strep_C3379A3	WP_003973860.1	SC_RS27745	SC_RS27745	peptide ABC transporter substrate-binding protein	GO:0042626;GO:0055052;GO:0140359		ATPase-coupled transmembrane transporter activity|0042626||IEA|ABC-type transporter activity|0140359||IEA	ATP-binding cassette (ABC) transporter complex, substrate-binding subunit-containing|0055052||IEA
Strep_C3400	Strep_C3400A0	WP_328836574.1	OHU10_RS13990	OHU10_RS13990	alpha/beta hydrolase	GO:0016787		hydrolase activity|0016787||IEA	
Strep_C3405	Strep_C3405A3	WP_003972254.1	SC_RS35895	SC_RS35895	ABC-F family ATP-binding cassette domain-containing protein	GO:0005524;GO:0016887		ATP binding|0005524||IEA|ATP hydrolysis activity|0016887||IEA	
Strep_C3413	Strep_C3413A0	WP_328838117.1	OHU10_RS25345	OHU10_RS25345	protein kinase domain-containing protein	GO:0004672;GO:0005524;GO:0006468	protein phosphorylation|0006468||IEA	protein kinase activity|0004672||IEA|ATP binding|0005524||IEA	
Strep_C3414	Strep_C3414A0	WP_037693486.1	OHU10_RS36115	OHU10_RS36115	cytochrome bc1 complex cytochrome b subunit				
Strep_C3417	Strep_C3417A3	WP_003971701.1	SC_RS39420	SC_RS39420	phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)	GO:0004614;GO:0005975	carbohydrate metabolic process|0005975||IEA	phosphoglucomutase activity|0004614||IEA	
Strep_C3420	Strep_C3420A0	WP_328838243.1	OHU10_RS26300	OHU10_RS26300	bifunctional glycosyltransferase family 2/GtrA family protein				
Strep_C3423	Strep_C3423A3	WP_003977000.1	SC_RS11140	SC_RS11140	solute symporter family protein	GO:0015123;GO:0016020;GO:0022857;GO:0055085	transmembrane transport|0055085||IEA	acetate transmembrane transporter activity|0015123||IEA|transmembrane transporter activity|0022857||IEA	membrane|0016020||IEA
Strep_C3425	Strep_C3425A0	WP_328836339.1	OHU10_RS12460	OHU10_RS12460	malate synthase A	GO:0004474;GO:0006097	glyoxylate cycle|0006097||IEA	malate synthase activity|0004474||IEA	
Strep_C3426	Strep_C3426A3	WP_003973476.1	SC_RS29785	SC_RS29785	L-glutamate gamma-semialdehyde dehydrogenase	GO:0003842;GO:0010133	L-proline catabolic process to L-glutamate|0010133||IEA	L-glutamate gamma-semialdehyde dehydrogenase activity|0003842||IEA	
Strep_C3450	Strep_C3450A0	WP_328837623.1	OHU10_RS22055	OHU10_RS22055	MDR family MFS transporter	GO:0016020;GO:0022857;GO:0055085	transmembrane transport|0055085||IEA	transmembrane transporter activity|0022857||IEA	membrane|0016020||IEA
Strep_C3456	Strep_C3456A3	WP_003976401.1	SC_RS14060	SC_RS14060	multiple monosaccharide ABC transporter ATP-binding protein	GO:0043190			ATP-binding cassette (ABC) transporter complex|0043190||IEA
Strep_C3472	Strep_C3472A0	WP_327345600.1	OHU10_RS31765	OHU10_RS31765	carboxyl transferase domain-containing protein				
Strep_C3481	Strep_C3481A2	WP_003973742.1	SC_RS28325	SC_RS28325	monocarboxylate uptake permease MctP	GO:0006848;GO:0015293	pyruvate transport|0006848||IEA	symporter activity|0015293||IEA	
Strep_C3489	Strep_C3489A6	WP_003974210.1	SC_RS25970	SC_RS25970	chaperonin GroEL	GO:0042026;GO:0140662	protein refolding|0042026||IEA	ATP-dependent protein folding chaperone|0140662||IEA	
Strep_C3494	Strep_C3494A0	WP_328836369.1	OHU10_RS12625	OHU10_RS12625	AMP-binding protein				
Strep_C3504	Strep_C3504A0	WP_328840405.1	OHU10_RS41670	OHU10_RS41670	alpha/beta hydrolase	GO:0016787		hydrolase activity|0016787||IEA	
Strep_C3509	Strep_C3509A2	WP_016326195.1	SC_RS14915	SC_RS14915	NADH-quinone oxidoreductase subunit NuoF family protein	GO:0051539		4 iron, 4 sulfur cluster binding|0051539||IEA	
Strep_C3520	Strep_C3520A4	WP_003973481.1	SC_RS29760	SC_RS29760	phosphoglycerate dehydrogenase	GO:0004617;GO:0006564	L-serine biosynthetic process|0006564||IEA	phosphoglycerate dehydrogenase activity|0004617||IEA	
Strep_C3528	Strep_C3528A0	WP_328836285.1	OHU10_RS12055	OHU10_RS12055	alpha/beta hydrolase	GO:0016787		hydrolase activity|0016787||IEA	
Strep_C3532	Strep_C3532A0	WP_319764480.1	OHU10_RS11835	OHU10_RS11835	ABC-F family ATP-binding cassette domain-containing protein	GO:0005524;GO:0016887		ATP binding|0005524||IEA|ATP hydrolysis activity|0016887||IEA	
Strep_C3538	Strep_C3538A0	WP_328840872.1	OHU10_RS44575	OHU10_RS44575	apolipoprotein N-acyltransferase	GO:0016020;GO:0016410;GO:0042158	lipoprotein biosynthetic process|0042158||IEA	N-acyltransferase activity|0016410||IEA	membrane|0016020||IEA
Strep_C3542	Strep_C3542A3	WP_003975395.1	SC_RS19835	SC_RS19835	alpha/beta hydrolase	GO:0016787		hydrolase activity|0016787||IEA	
Strep_C3557	Strep_C3557A3	WP_003977164.1	SC_RS10315	SC_RS10315	glycerol-3-phosphate dehydrogenase/oxidase	GO:0004368;GO:0006072;GO:0009331;GO:0071949	glycerol-3-phosphate metabolic process|0006072||IEA	glycerol-3-phosphate dehydrogenase (quinone) activity|0004368||IEA|FAD binding|0071949||IEA	glycerol-3-phosphate dehydrogenase (FAD) complex|0009331||IEA
Strep_C3558	Strep_C3558A0	WP_328838959.1	OHU10_RS31230	OHU10_RS31230	MFS transporter	GO:0016020;GO:0022857;GO:0055085	transmembrane transport|0055085||IEA	transmembrane transporter activity|0022857||IEA	membrane|0016020||IEA
Strep_C3573	Strep_C3573A0	WP_328842375.1	OHU10_RS37890	OHU10_RS37890	glycoside hydrolase family 43 protein	GO:0004553;GO:0005975	carbohydrate metabolic process|0005975||IEA	hydrolase activity, hydrolyzing O-glycosyl compounds|0004553||IEA	
Strep_C360	Strep_C360A3	WP_011030150.1	SC_RS28590	SC_RS28590	multifunctional oxoglutarate decarboxylase/oxoglutarate dehydrogenase thiamine pyrophosphate-binding subunit/dihydrolipoyllysine-residue succinyltransferase subunit	GO:0004591;GO:0006099;GO:0016746;GO:0030976	tricarboxylic acid cycle|0006099||IEA	oxoglutarate dehydrogenase (succinyl-transferring) activity|0004591||IEA|acyltransferase activity|0016746||IEA|thiamine pyrophosphate binding|0030976||IEA	
Strep_C3614	Strep_C3614A0	WP_328837285.1	OHU10_RS19470	OHU10_RS19470	acyl-CoA carboxylase subunit beta	GO:0003989;GO:0006633;GO:0009317;GO:0016874	fatty acid biosynthetic process|0006633||IEA	acetyl-CoA carboxylase activity|0003989||IEA|ligase activity|0016874||IEA	acetyl-CoA carboxylase complex|0009317||IEA
Strep_C3618	Strep_C3618A2	WP_003974067.1	SC_RS26690	SC_RS26690	two-component system sensor histidine kinase AfsQ2				
Strep_C3620	Strep_C3620A0	WP_328837476.1	OHU10_RS21020	OHU10_RS21020	complex I subunit 4 family protein	GO:0008137;GO:0015990;GO:0042773;GO:0045271;GO:0048039	electron transport coupled proton transport|0015990||IEA|ATP synthesis coupled electron transport|0042773||IEA	NADH dehydrogenase (ubiquinone) activity|0008137||IEA|ubiquinone binding|0048039||IEA	respiratory chain complex I|0045271||IEA
Strep_C3635	Strep_C3635A0	WP_328840360.1	OHU10_RS41350	OHU10_RS41350	alkaline phosphatase D family protein	GO:0016787;GO:0046872		hydrolase activity|0016787||IEA|metal ion binding|0046872||IEA	
Strep_C3637	Strep_C3637A3	WP_003972412.1	SC_RS35030	SC_RS35030	sugar ABC transporter ATP-binding protein	GO:0005524;GO:0016887;GO:0042626;GO:0140359		ATP binding|0005524||IEA|ATP hydrolysis activity|0016887||IEA|ATPase-coupled transmembrane transporter activity|0042626||IEA|ABC-type transporter activity|0140359||IEA	
Strep_C3650	Strep_C3650A3	WP_003974372.1	SC_RS25025	SC_RS25025	NADH-quinone oxidoreductase subunit M	GO:0008137;GO:0042773	ATP synthesis coupled electron transport|0042773||IEA	NADH dehydrogenase (ubiquinone) activity|0008137||IEA	
Strep_C3653	Strep_C3653A2	WP_003976914.1	SC_RS11555	SC_RS11555	TROVE domain-containing protein	GO:0003723		RNA binding|0003723||IEA	
Strep_C3665	Strep_C3665A3	WP_003976982.1	SC_RS11230	SC_RS11230	ABC-F family ATP-binding cassette domain-containing protein	GO:0005524;GO:0016887		ATP binding|0005524||IEA|ATP hydrolysis activity|0016887||IEA	
Strep_C3666	Strep_C3666A3	WP_003973626.1	SC_RS29035	SC_RS29035	F0F1 ATP synthase subunit alpha	GO:0015986;GO:0045259;GO:0046933	proton motive force-driven ATP synthesis|0015986||IEA	proton-transporting ATP synthase activity, rotational mechanism|0046933||IEA	proton-transporting ATP synthase complex|0045259||IEA
Strep_C3669	Strep_C3669A3	WP_003974603.1	SC_RS24070	SC_RS24070	acyl-CoA carboxylase subunit beta	GO:0003989;GO:0006633;GO:0009317;GO:0016874	fatty acid biosynthetic process|0006633||IEA	acetyl-CoA carboxylase activity|0003989||IEA|ligase activity|0016874||IEA	acetyl-CoA carboxylase complex|0009317||IEA
Strep_C3674	Strep_C3674A3	WP_003973724.1	SC_RS28410	SC_RS28410	Na+/H+ antiporter	GO:0006814;GO:0006885;GO:0015385;GO:0016020;GO:1902600	sodium ion transport|0006814||IEA|regulation of pH|0006885||IEA|proton transmembrane transport|1902600||IEA	sodium:proton antiporter activity|0015385||IEA	membrane|0016020||IEA
Strep_C3691	Strep_C3691A3	WP_003972641.1	SC_RS33670	SC_RS33670	acyl-CoA carboxylase subunit beta	GO:0003989;GO:0006633;GO:0009317;GO:0016874	fatty acid biosynthetic process|0006633||IEA	acetyl-CoA carboxylase activity|0003989||IEA|ligase activity|0016874||IEA	acetyl-CoA carboxylase complex|0009317||IEA
Strep_C3693	Strep_C3693A0	WP_328837314.1	OHU10_RS19735	OHU10_RS19735	acyl-CoA mutase large subunit family protein	GO:0006637;GO:0016866;GO:0031419	acyl-CoA metabolic process|0006637||IEA	intramolecular transferase activity|0016866||IEA|cobalamin binding|0031419||IEA	
Strep_C3705	Strep_C3705A0	WP_328836694.1	OHU10_RS14845	OHU10_RS14845	solute symporter family protein	GO:0015123;GO:0016020;GO:0022857;GO:0055085	transmembrane transport|0055085||IEA	acetate transmembrane transporter activity|0015123||IEA|transmembrane transporter activity|0022857||IEA	membrane|0016020||IEA
Strep_C3709	Strep_C3709A3	WP_003974187.1	SC_RS26085	SC_RS26085	glutamine-hydrolyzing GMP synthase	GO:0003922;GO:0005524;GO:0006177;GO:0016462	GMP biosynthetic process|0006177||IEA	GMP synthase (glutamine-hydrolyzing) activity|0003922||IEA|ATP binding|0005524||IEA|pyrophosphatase activity|0016462||IEA	
Strep_C3739	Strep_C3739A3	WP_011028126.1	SC_RS12395	SC_RS12395	Na+/H+ antiporter	GO:0006814;GO:0006885;GO:0015385;GO:0016020;GO:1902600	sodium ion transport|0006814||IEA|regulation of pH|0006885||IEA|proton transmembrane transport|1902600||IEA	sodium:proton antiporter activity|0015385||IEA	membrane|0016020||IEA
Strep_C3745	Strep_C3745A0	WP_328837129.1	OHU10_RS18310	OHU10_RS18310	alpha/beta hydrolase	GO:0016787		hydrolase activity|0016787||IEA	
Strep_C3749	Strep_C3749A3	WP_016325733.1	SC_RS08685	SC_RS08685	ABC transporter substrate-binding protein				
Strep_C3753	Strep_C3753A0	WP_328837475.1	OHU10_RS21015	OHU10_RS21015	NADH-quinone oxidoreductase subunit N	GO:0008137;GO:0016020;GO:0016655;GO:0048038;GO:0050136		NADH dehydrogenase (ubiquinone) activity|0008137||IEA|oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor|0016655||IEA|quinone binding|0048038||IEA|NADH dehydrogenase (quinone) (non-electrogenic) activity|0050136||IEA	membrane|0016020||IEA
Strep_C3759	Strep_C3759A0	WP_328839745.1	OHU10_RS36615	OHU10_RS36615	oxidoreductase				
Strep_C3771	Strep_C3771A0	WP_328838612.1	OHU10_RS28800	OHU10_RS28800	sodium:solute symporter family protein	GO:0016020;GO:0022857;GO:0055085	transmembrane transport|0055085||IEA	transmembrane transporter activity|0022857||IEA	membrane|0016020||IEA
Strep_C3773	Strep_C3773A0	WP_328838341.1	OHU10_RS27045	OHU10_RS27045	FAD-binding oxidoreductase	GO:0016491;GO:0071949		oxidoreductase activity|0016491||IEA|FAD binding|0071949||IEA	
Strep_C3774	Strep_C3774A0	WP_328838699.1	OHU10_RS29415	OHU10_RS29415	flavin-containing monooxygenase	GO:0004497;GO:0016709;GO:0050660		monooxygenase activity|0004497||IEA|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen|0016709||IEA|flavin adenine dinucleotide binding|0050660||IEA	
Strep_C3778	Strep_C3778A4	WP_003975611.1	SC_RS18145	SC_RS18145	MFS transporter	GO:0016020;GO:0022857;GO:0055085	transmembrane transport|0055085||IEA	transmembrane transporter activity|0022857||IEA	membrane|0016020||IEA
Strep_C3784	Strep_C3784A0	WP_037694332.1	OHU10_RS20050	OHU10_RS20050	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	GO:0003824;GO:0003937;GO:0004643;GO:0006164;GO:0006189	purine nucleotide biosynthetic process|0006164||IEA|'de novo' IMP biosynthetic process|0006189||IEA	catalytic activity|0003824||IEA|IMP cyclohydrolase activity|0003937||IEA|phosphoribosylaminoimidazolecarboxamide formyltransferase activity|0004643||IEA	
Strep_C3823	Strep_C3823A2	WP_003974876.1	SC_RS22645	SC_RS22645	amino acid permease	GO:0016020;GO:0022857;GO:0055085	transmembrane transport|0055085||IEA	transmembrane transporter activity|0022857||IEA	membrane|0016020||IEA
Strep_C3836	Strep_C3836A0	WP_328836709.1	OHU10_RS15000	OHU10_RS15000	M1 family metallopeptidase	GO:0004177;GO:0008237;GO:0008270		aminopeptidase activity|0004177||IEA|metallopeptidase activity|0008237||IEA|zinc ion binding|0008270||IEA	
Strep_C3847	Strep_C3847A0	WP_328839954.1	OHU10_RS38130	OHU10_RS38130	cobyric acid synthase	GO:0003824;GO:0009236	cobalamin biosynthetic process|0009236||IEA	catalytic activity|0003824||IEA	
Strep_C3861	Strep_C3861A0	WP_328837130.1	OHU10_RS18315	OHU10_RS18315	alpha/beta hydrolase	GO:0016787		hydrolase activity|0016787||IEA	
Strep_C3897	Strep_C3897A3	WP_003974842.1	SC_RS22825	SC_RS22825	SCO6880 family protein				
Strep_C3920	Strep_C3920A0	WP_046704940.1	OHU10_RS38360	OHU10_RS38360	TldD/PmbA family protein	GO:0006508;GO:0008237;GO:0008270	proteolysis|0006508||IEA	metallopeptidase activity|0008237||IEA|zinc ion binding|0008270||IEA	
Strep_C3943	Strep_C3943A3	WP_003975390.1	SC_RS19860	SC_RS19860	DUF7059 domain-containing protein				
Strep_C3946	Strep_C3946A0	WP_328837622.1	OHU10_RS22050	OHU10_RS22050	two-component system sensor histidine kinase CseC	GO:0000155;GO:0005524		phosphorelay sensor kinase activity|0000155||IEA|ATP binding|0005524||IEA	
Strep_C3948	Strep_C3948A0	WP_046708725.1	OHU10_RS35950	OHU10_RS35950	leucyl aminopeptidase	GO:0006508;GO:0030145;GO:0070006	proteolysis|0006508||IEA	manganese ion binding|0030145||IEA|metalloaminopeptidase activity|0070006||IEA	
Strep_C3952	Strep_C3952A3	WP_003974041.1	SC_RS26820	SC_RS26820	histidine ammonia-lyase	GO:0004397;GO:0005737;GO:0006548	L-histidine catabolic process|0006548||IEA	histidine ammonia-lyase activity|0004397||IEA	cytoplasm|0005737||IEA
Strep_C3956	Strep_C3956A3	WP_016327355.1	SC_RS30150	SC_RS30150	signal recognition particle protein	GO:0003924;GO:0005048;GO:0005525;GO:0009306;GO:0048501	protein secretion|0009306||IEA	GTPase activity|0003924||IEA|signal sequence binding|0005048||IEA|GTP binding|0005525||IEA	signal recognition particle, plasma membrane targeting|0048501||IEA
Strep_C3978	Strep_C3978A3	WP_003973202.1	SC_RS31340	SC_RS31340	RNA polymerase sigma factor	GO:0003677;GO:0006352;GO:0006355;GO:0016987	DNA-templated transcription initiation|0006352||IEA|regulation of DNA-templated transcription|0006355||IEA	DNA binding|0003677||IEA|sigma factor activity|0016987||IEA	
Strep_C3980	Strep_C3980A4	WP_225615366.1	CVT30_RS22055	CVT30_RS22055	Stp1/IreP family PP2C-type Ser/Thr phosphatase	GO:0004722;GO:0006470	protein dephosphorylation|0006470||IEA	protein serine/threonine phosphatase activity|0004722||IEA	
Strep_C3982	Strep_C3982A3	WP_003977257.1	SC_RS09850	SC_RS09850	MFS transporter	GO:0022857;GO:0055085	transmembrane transport|0055085||IEA	transmembrane transporter activity|0022857||IEA	
Strep_C3999	Strep_C3999A3	WP_003975747.1	SC_RS17435	SC_RS17435	MFS transporter				
Strep_C4002	Strep_C4002A0	WP_413254517.1	OHU10_RS34675	OHU10_RS34675	hypothetical protein				
Strep_C4003	Strep_C4003A0	WP_328836810.1	OHU10_RS15745	OHU10_RS15745	gamma-aminobutyraldehyde dehydrogenase				
Strep_C4017	Strep_C4017A5	WP_003977165.1	SC_RS10310	SC_RS10310	glycerol kinase GlpK	GO:0004370;GO:0006072	glycerol-3-phosphate metabolic process|0006072||IEA	glycerol kinase activity|0004370||IEA	
Strep_C4034	Strep_C4034A0	WP_328840425.1	OHU10_RS41830	OHU10_RS41830	ATP-dependent DNA ligase	GO:0003677;GO:0003910;GO:0005524;GO:0006281;GO:0006310;GO:0071897	DNA repair|0006281||IEA|DNA recombination|0006310||IEA|DNA biosynthetic process|0071897||IEA	DNA binding|0003677||IEA|DNA ligase (ATP) activity|0003910||IEA|ATP binding|0005524||IEA	
Strep_C4042	Strep_C4042A0	WP_328836631.1	OHU10_RS14380	OHU10_RS14380	3' terminal RNA ribose 2'-O-methyltransferase Hen1	GO:0008173;GO:0042245	RNA repair|0042245||IEA	RNA methyltransferase activity|0008173||IEA	
Strep_C4060	Strep_C4060A0	WP_079023970.1	OHU10_RS37985	OHU10_RS37985	aldehyde dehydrogenase (NADP(+))				
Strep_C4061	Strep_C4061A3	WP_003977417.1	SC_RS09020	SC_RS09020	hypothetical protein				
Strep_C4082	Strep_C4082A0	WP_328838400.1	OHU10_RS27405	OHU10_RS27405	PP2C family protein-serine/threonine phosphatase	GO:0004722;GO:0006470;GO:0046872	protein dephosphorylation|0006470||IEA	protein serine/threonine phosphatase activity|0004722||IEA|metal ion binding|0046872||IEA	
Strep_C4094	Strep_C4094A3	WP_003972925.1	SC_RS32230	SC_RS32230	helix-turn-helix domain-containing protein	GO:0003677		DNA binding|0003677||IEA	
Strep_C4097	Strep_C4097A3	WP_030872463.1	SC_RS22565	SC_RS22565	amidophosphoribosyltransferase	GO:0004044;GO:0009113	purine nucleobase biosynthetic process|0009113||IEA	amidophosphoribosyltransferase activity|0004044||IEA	
Strep_C4099	Strep_C4099A0	WP_328836716.1	OHU10_RS15040	OHU10_RS15040	tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB	GO:0006400;GO:0016782;GO:0051539;GO:1904047	tRNA modification|0006400||IEA	transferase activity, transferring sulphur-containing groups|0016782||IEA|4 iron, 4 sulfur cluster binding|0051539||IEA|S-adenosyl-L-methionine binding|1904047||IEA	
Strep_C4102	Strep_C4102A0	WP_037689628.1	OHU10_RS25810	OHU10_RS25810	glycosyltransferase family 87 protein	GO:0016757;GO:0016758		glycosyltransferase activity|0016757||IEA|hexosyltransferase activity|0016758||IEA	
Strep_C4105	Strep_C4105A0	WP_037700909.1	OHU10_RS14995	OHU10_RS14995	GTPase HflX	GO:0005525		GTP binding|0005525||IEA	
Strep_C4108	Strep_C4108A0	WP_328837411.1	OHU10_RS20440	OHU10_RS20440	NAD(P)H-hydrate dehydratase	GO:0016836		hydro-lyase activity|0016836||IEA	
Strep_C4112	Strep_C4112A3	WP_003976375.1	SC_RS14190	SC_RS14190	arabinosylfuranosidase ArfA	GO:0046373;GO:0046556	L-arabinose metabolic process|0046373||IEA	alpha-L-arabinofuranosidase activity|0046556||IEA	
Strep_C4116	Strep_C4116A0	WP_037694517.1	OHU10_RS19510	OHU10_RS19510	NAD(P)H-quinone dehydrogenase	GO:0016491;GO:0045454;GO:0050660	cell redox homeostasis|0045454||IEA	oxidoreductase activity|0016491||IEA|flavin adenine dinucleotide binding|0050660||IEA	
Strep_C4118	Strep_C4118A4	WP_060883990.1	CVT30_RS22020	CVT30_RS22020	DUF2252 domain-containing protein				
Strep_C4129	Strep_C4129A0	WP_327345782.1	OHU10_RS32985	OHU10_RS32985	bifunctional tetrahydrofolate synthase/dihydrofolate synthase	GO:0004326;GO:0008841;GO:0009396;GO:0046654	folic acid-containing compound biosynthetic process|0009396||IEA|tetrahydrofolate biosynthetic process|0046654||IEA	tetrahydrofolylpolyglutamate synthase activity|0004326||IEA|dihydrofolate synthase activity|0008841||IEA	
Strep_C4130	Strep_C4130A3	WP_003977408.1	SLI_RS07995	SLI_RS07995	PLP-dependent aminotransferase family protein	GO:0030170		pyridoxal phosphate binding|0030170||IEA	
Strep_C4144	Strep_C4144A2	WP_003972907.1	SC_RS32310	SC_RS32310	amino acid permease	GO:0016020;GO:0022857;GO:0055085	transmembrane transport|0055085||IEA	transmembrane transporter activity|0022857||IEA	membrane|0016020||IEA
Strep_C4145	Strep_C4145A0	WP_328840609.1	OHU10_RS42975	OHU10_RS42975	aldehyde dehydrogenase				
Strep_C4153	Strep_C4153A0	WP_328840361.1	OHU10_RS41355	OHU10_RS41355	MocR-like pyridoxine biosynthesis transcription factor PdxR	GO:0042823;GO:0070279;GO:2000142	pyridoxal phosphate biosynthetic process|0042823||IEA|regulation of DNA-templated transcription initiation|2000142||IEA	vitamin B6 binding|0070279||IEA	
